access	author	category	consortium	filename	id	mr	ncase	ncontrol	note	nsnp	path	pmid	population	priority	sample_size	sd	sex	subcategory	trait	unit	year
public	Neale	NA	Neale Lab	Allele.reorder.23122.assoc.tsv.gz.tab	UKB-a:285	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	331216	0	Males and Females	NA	Arm predicted mass (right)	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.23123.assoc.tsv.gz.tab	UKB-a:286	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	331198	0	Males and Females	NA	Arm fat percentage (left)	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.23124.assoc.tsv.gz.tab	UKB-a:287	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	331164	0	Males and Females	NA	Arm fat mass (left)	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.23125.assoc.tsv.gz.tab	UKB-a:288	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	331159	0	Males and Females	NA	Arm fat-free mass (left)	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.23126.assoc.tsv.gz.tab	UKB-a:289	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	331146	0	Males and Females	NA	Arm predicted mass (left)	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.1598.assoc.tsv.gz.tab	UKB-a:29	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	240658	0	Males and Females	NA	Average weekly spirits intake	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.23127.assoc.tsv.gz.tab	UKB-a:290	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	331113	0	Males and Females	NA	Trunk fat percentage	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.23128.assoc.tsv.gz.tab	UKB-a:291	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	331093	0	Males and Females	NA	Trunk fat mass	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.23129.assoc.tsv.gz.tab	UKB-a:292	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	331030	0	Males and Females	NA	Trunk fat-free mass	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.23130.assoc.tsv.gz.tab	UKB-a:293	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	330995	0	Males and Females	NA	Trunk predicted mass	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2316.assoc.tsv.gz.tab	UKB-a:294	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	331257	0	Males and Females	NA	Wheeze or whistling in the chest in last year	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2335.assoc.tsv.gz.tab	UKB-a:295	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	334053	0	Males and Females	NA	Chest pain or discomfort	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2345.assoc.tsv.gz.tab	UKB-a:296	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	332011	0	Males and Females	NA	Ever had bowel cancer screening	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2355.assoc.tsv.gz.tab	UKB-a:297	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	75920	0	Males and Females	NA	Most recent bowel cancer screening	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2365.assoc.tsv.gz.tab	UKB-a:298	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	147970	0	Males and Females	NA	Ever had prostate specific antigen (PSA) test	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2375.assoc.tsv.gz.tab	UKB-a:299	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	151113	0	Males and Females	NA	Relative age of first facial hair	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.102.assoc.tsv.gz.tab	UKB-a:3	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	317756	0	Males and Females	NA	Pulse rate  automated reading	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.1608.assoc.tsv.gz.tab	UKB-a:30	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	241381	0	Males and Females	NA	Average weekly fortified wine intake	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2385.assoc.tsv.gz.tab	UKB-a:300	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	144645	0	Males and Females	NA	Relative age voice broke	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2395_2.assoc.tsv.gz.tab	UKB-a:301	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	154988	0	Males and Females	NA	Hair/balding pattern: Pattern 2	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2395_3.assoc.tsv.gz.tab	UKB-a:302	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	154988	0	Males and Females	NA	Hair/balding pattern: Pattern 3	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2395_4.assoc.tsv.gz.tab	UKB-a:303	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	154988	0	Males and Females	NA	Hair/balding pattern: Pattern 4	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2405.assoc.tsv.gz.tab	UKB-a:304	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	154888	0	Males and Females	NA	Number of children fathered	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2415.assoc.tsv.gz.tab	UKB-a:305	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	155045	0	Males and Females	NA	Had major operations	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2443.assoc.tsv.gz.tab	UKB-a:306	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336473	0	Males and Females	NA	Diabetes diagnosed by doctor	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2453.assoc.tsv.gz.tab	UKB-a:307	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336272	0	Males and Females	NA	Cancer diagnosed by doctor	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2463.assoc.tsv.gz.tab	UKB-a:308	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	335587	0	Males and Females	NA	Fractured/broken bones in last 5 years	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2473.assoc.tsv.gz.tab	UKB-a:309	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	331274	0	Males and Females	NA	Other serious medical condition/disability diagnosed by doctor	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.1618.assoc.tsv.gz.tab	UKB-a:31	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	172454	0	Males and Females	NA	Alcohol usually taken with meals	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2492.assoc.tsv.gz.tab	UKB-a:310	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336330	0	Males and Females	NA	Taking other prescription medications	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2624.assoc.tsv.gz.tab	UKB-a:311	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	137208	0	Males and Females	NA	Frequency of heavy DIY in last 4 weeks	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2634.assoc.tsv.gz.tab	UKB-a:312	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	137364	0	Males and Females	NA	Duration of heavy DIY	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2644.assoc.tsv.gz.tab	UKB-a:313	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	90517	0	Males and Females	NA	Light smokers  at least 100 smokes in lifetime	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2664_3.assoc.tsv.gz.tab	UKB-a:314	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	124798	0	Males and Females	NA	Reason for reducing amount of alcohol drunk: Health precaution	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2714.assoc.tsv.gz.tab	UKB-a:315	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	176008	0	Males and Females	NA	Age when periods started (menarche)	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2724.assoc.tsv.gz.tab	UKB-a:316	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	152035	0	Males and Females	NA	Had menopause	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2734.assoc.tsv.gz.tab	UKB-a:317	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	180952	0	Males and Females	NA	Number of live births	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2744.assoc.tsv.gz.tab	UKB-a:318	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	145558	0	Males and Females	NA	Birth weight of first child	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2754.assoc.tsv.gz.tab	UKB-a:319	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	123846	0	Males and Females	NA	Age at first live birth	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.1628.assoc.tsv.gz.tab	UKB-a:32	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	313248	0	Males and Females	NA	Alcohol intake versus 10 years previously	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2764.assoc.tsv.gz.tab	UKB-a:320	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	123676	0	Males and Females	NA	Age at last live birth	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2774.assoc.tsv.gz.tab	UKB-a:321	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	178474	0	Males and Females	NA	Ever had stillbirth  spontaneous miscarriage or termination	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2784.assoc.tsv.gz.tab	UKB-a:322	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	180749	0	Males and Females	NA	Ever taken oral contraceptive pill	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2794.assoc.tsv.gz.tab	UKB-a:323	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	144113	0	Males and Females	NA	Age started oral contraceptive pill	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2814.assoc.tsv.gz.tab	UKB-a:324	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	180631	0	Males and Females	NA	Ever used hormone-replacement therapy (HRT)	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2834.assoc.tsv.gz.tab	UKB-a:325	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	178676	0	Males and Females	NA	Bilateral oophorectomy (both ovaries removed)	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2844.assoc.tsv.gz.tab	UKB-a:326	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	179567	0	Males and Females	NA	Had other major operations	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2877_3.assoc.tsv.gz.tab	UKB-a:327	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	82755	0	Males and Females	NA	Type of tobacco previously smoked: Cigars or pipes	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2887.assoc.tsv.gz.tab	UKB-a:328	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	78291	0	Males and Females	NA	Number of cigarettes previously smoked daily	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2907.assoc.tsv.gz.tab	UKB-a:329	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	81538	0	Males and Females	NA	Ever stopped smoking for 6+ months	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.1677.assoc.tsv.gz.tab	UKB-a:33	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	255881	0	Males and Females	NA	Breastfed as a baby	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2926.assoc.tsv.gz.tab	UKB-a:330	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	75135	0	Males and Females	NA	Number of unsuccessful stop-smoking attempts	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.2986.assoc.tsv.gz.tab	UKB-a:331	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	15397	0	Males and Females	NA	Started insulin within one year diagnosis of diabetes	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.3005.assoc.tsv.gz.tab	UKB-a:332	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	31762	0	Males and Females	NA	Fracture resulting from simple fall	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.30510.assoc.tsv.gz.tab	UKB-a:333	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	327525	0	Males and Females	NA	Creatinine (enzymatic) in urine	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.30520.assoc.tsv.gz.tab	UKB-a:334	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	326816	0	Males and Females	NA	Potassium in urine	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.30530.assoc.tsv.gz.tab	UKB-a:335	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	326831	0	Males and Females	NA	Sodium in urine	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.3062.assoc.tsv.gz.tab	UKB-a:336	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	307638	0	Males and Females	NA	Forced vital capacity (FVC)	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.3063.assoc.tsv.gz.tab	UKB-a:337	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	307638	0	Males and Females	NA	Forced expiratory volume in 1-second (FEV1)	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.3064.assoc.tsv.gz.tab	UKB-a:338	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	307638	0	Males and Females	NA	Peak expiratory flow (PEF)	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.3090.assoc.tsv.gz.tab	UKB-a:339	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	309688	0	Males and Females	NA	Used an inhaler for chest within last hour	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.1687.assoc.tsv.gz.tab	UKB-a:34	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	331693	0	Males and Females	NA	Comparative body size at age 10	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.3393.assoc.tsv.gz.tab	UKB-a:340	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	204240	0	Males and Females	NA	Hearing aid user	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.3404.assoc.tsv.gz.tab	UKB-a:341	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	75651	0	Males and Females	NA	Neck/shoulder pain for 3+ months	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.3456.assoc.tsv.gz.tab	UKB-a:342	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	23205	0	Males and Females	NA	Number of cigarettes currently smoked daily (current cigarette smokers)	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.3466.assoc.tsv.gz.tab	UKB-a:343	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	23265	0	Males and Females	NA	Time from waking to first cigarette	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.3476.assoc.tsv.gz.tab	UKB-a:344	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	23332	0	Males and Females	NA	Difficulty not smoking for 1 day	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.3526.assoc.tsv.gz.tab	UKB-a:345	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	199690	0	Males and Females	NA	Mothers age at death	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.3571.assoc.tsv.gz.tab	UKB-a:346	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	84489	0	Males and Females	NA	Back pain for 3+ months	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.3591.assoc.tsv.gz.tab	UKB-a:347	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	159679	0	Males and Females	NA	Ever had hysterectomy (womb removed)	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.3606.assoc.tsv.gz.tab	UKB-a:348	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	51475	0	Males and Females	NA	Chest pain or discomfort walking normally	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.3637.assoc.tsv.gz.tab	UKB-a:349	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	161170	0	Males and Females	NA	Frequency of other exercises in last 4 weeks	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.1697.assoc.tsv.gz.tab	UKB-a:35	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	332021	0	Males and Females	NA	Comparative height size at age 10	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.3647.assoc.tsv.gz.tab	UKB-a:350	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	161301	0	Males and Females	NA	Duration of other exercises	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.3710.assoc.tsv.gz.tab	UKB-a:351	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	30245	0	Males and Females	NA	Length of menstrual cycle	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.3731.assoc.tsv.gz.tab	UKB-a:352	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	21894	0	Males and Females	NA	Former alcohol drinker	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.3773.assoc.tsv.gz.tab	UKB-a:353	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	70992	0	Males and Females	NA	Knee pain for 3+ months	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.3799.assoc.tsv.gz.tab	UKB-a:354	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	65583	0	Males and Females	NA	Headaches for 3+ months	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.3849.assoc.tsv.gz.tab	UKB-a:355	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	55742	0	Males and Females	NA	Number of pregnancy terminations	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.399.assoc.tsv.gz.tab	UKB-a:356	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336881	0	Males and Females	NA	Number of incorrect matches in round	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.40001_E854.assoc.tsv.gz.tab	UKB-a:357	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	7637	0	Males and Females	NA	Underlying (primary) cause of death: ICD10: E85.4 Organ-limited amyloidosis	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.40001_J841.assoc.tsv.gz.tab	UKB-a:358	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	7637	0	Males and Females	NA	Underlying (primary) cause of death: ICD10: J84.1 Other interstitial pulmonary diseases with fibrosis	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.4079.assoc.tsv.gz.tab	UKB-a:359	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	317756	0	Males and Females	NA	Diastolic blood pressure  automated reading	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.1707_2.assoc.tsv.gz.tab	UKB-a:36	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337130	0	Males and Females	NA	Handedness (chirality/laterality): Left-handed	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.4080.assoc.tsv.gz.tab	UKB-a:360	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	317754	0	Males and Females	NA	Systolic blood pressure  automated reading	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.4106.assoc.tsv.gz.tab	UKB-a:361	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	106254	0	Males and Females	NA	Heel bone mineral density (BMD) T-score  automated (left)	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.4125.assoc.tsv.gz.tab	UKB-a:362	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	106251	0	Males and Females	NA	Heel bone mineral density (BMD) T-score  automated (right)	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.4194.assoc.tsv.gz.tab	UKB-a:363	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	110153	0	Males and Females	NA	Pulse rate	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.4195.assoc.tsv.gz.tab	UKB-a:364	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	110153	0	Males and Females	NA	Pulse wave reflection index	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.4196.assoc.tsv.gz.tab	UKB-a:365	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	110099	0	Males and Females	NA	Pulse wave peak to peak time	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.4501.assoc.tsv.gz.tab	UKB-a:366	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	105569	0	Males and Females	NA	Non-accidental death in close genetic family	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.4526.assoc.tsv.gz.tab	UKB-a:367	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	110935	0	Males and Females	NA	Happiness	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.4537.assoc.tsv.gz.tab	UKB-a:368	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	75840	0	Males and Females	NA	Work/job satisfaction	NA	2017
